,County,License.Number,Operation.Type,Establishment.Type,Entity.Name,DBA.Name,Street.Number,Street.Name,Address.Line.2,Address.Line.3,City,State,Zip.Code,Square.Footage,coun_dist,shape_area,shape_leng,grocery
115,New York,735609,Store,A,BEST VALUE 99C CORP,BEST VALUE,1802,AMSTERDAM AVENUE,,,NEW YORK,NY,10031,1000,7,51417190.86,50149.62606,False
116,New York,725306,Store,A,97 TOBACCO SHOP INC,97TOBACCO SHOP,2578,BROADWAY,,,NEW YORK,NY,10025,300,7,51417190.86,50149.62606,False
117,New York,733796,Store,JAC,DIAZ MINI DELI GROCERY LLC,DIAZ MINI DELI,601A,WEST 144TH STREET,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
118,New York,727217,Store,JAC,WEST 96 DELI INC,WEST 96 DELI,214,WEST 96TH STREET,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,False
119,New York,627615,Store,JAC,FELO DELI GROCERY CORP,FELO DELI GROCERY,23,W 100TH ST,,,NEW YORK,NY,10025,1250,7,51417190.86,50149.62606,True
120,New York,748702,Store,A,APTEKA RX INC,AMSTERDAM PHARMACY & SU,1743,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
121,New York,625184,Store,A,CVS ALBANY LLC,CVS PHARMACY 02360,743,AMSTERDAM AVE,,,NEW YORK,NY,10025,10000,7,51417190.86,50149.62606,False
122,New York,731842,Store,A,3635 SILVER SADDLE DELI GROCERY I,3635 SILVER SADDLE DELI,3635,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
123,New York,628834,Store,JAC,JOES GOURMET HEALTH DELI INC,JOES GOURMET HEALTH DEL,3161,BROADWAY,,,NEW YORK,NY,10027,1200,7,51417190.86,50149.62606,False
124,New York,625111,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04189,741,COLUMBUS AVE,,,NEW YORK,NY,10025,1250,7,51417190.86,50149.62606,False
125,New York,744365,Store,JAC,NY 1 GOURMET DELI CORP,NY 1 GOURMET DELI,1983,AMSTERDAM AVE,,,NEW YORK,NY,10032,2000,7,51417190.86,50149.62606,False
126,New York,722672,Store,JAC,CARIBBEAN FRIEND FOOD CORP,CARIBBEAN FRIEND FOOD C,3462,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
127,New York,717864,Store,JAC,BROAD FISH MARKET INC,BROAD FISH MARKET,3519,BROADWAY,,,NEW YORK,NY,10031,1600,7,51417190.86,50149.62606,False
128,New York,738237,Store,A,ISARA MEXICAN TAQUERIA LLC,PUEBLO MAGICO GROCERY,500B,WEST 146TH STREET,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
129,New York,737279,Store,JAC,1 COLUMBIA DELI INC,1 COLUMBIA DELI,1290,AMSTERDAM AVE,,,NEW YORK,NY,10027,2000,7,51417190.86,50149.62606,False
130,New York,625186,Store,JAC,BLUE AND WHITE MARKETS INC,MORTON WILLIAMS UNIVERS,2941,BROADWAY,,,NEW YORK,NY,10025,4000,7,51417190.86,50149.62606,True
131,New York,738538,Store,JAC,MS ONE FISH MARKET INC,MS ONE FISH MARKET,2780,BROADWAY,,,NEW YORK,NY,10025,200,7,51417190.86,50149.62606,False
132,New York,628211,Store,JAC,MANHATTAN GROCERY CORP,JUANA GROCERY,150,MANHATTAN AVE,,,NEW YORK,NY,10025,3000,7,51417190.86,50149.62606,True
133,New York,721767,Store,JAC,GOLDEN DELI CORP,GOLDEN DELI,3377,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
134,New York,733220,Store,JAC,SAM GOURMET DELI & GROCERY CORP,SAM GOURMET DELI & GROC,3459,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
135,New York,702461,Store,A,3 STAR DELI GROCERY INC,3 STAR DELI GROCERY,1045,ST NICHOLAS AVE,,,NEW YORK,NY,10032,1100,7,51417190.86,50149.62606,False
136,New York,725385,Store,A,125 FOOD MART INC,125TH ST FOOD MART,521,WEST 125TH STREET,,,NEW YORK,NY,10027,1800,7,51417190.86,50149.62606,False
137,New York,733512,Store,JAC,360 DELI CORP,360 DELI,360,WEST 110TH STREET,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,False
138,New York,728851,Store,JAC,EDDY FOOD CENTER CORP,EDDY FOOD CENTER,2108,AMSTERDAM AVE,,,NEW YORK,NY,10032,1800,7,51417190.86,50149.62606,True
139,New York,739662,Store,JAC,WESTSIDE FRUITS & VEGETABLES INC,WESTSIDE FRUITS & VEGET,900,AMSTERDAM AVENUE,,,NEW YORK,NY,10025,1000,7,51417190.86,50149.62606,True
140,New York,729313,Store,A,AMERICAN DISCOUNT INC,AMERICAN DISCOUNT,2067,AMSTERDAM AVE,,,NEW YORK,NY,10032,0,7,51417190.86,50149.62606,False
141,New York,744702,Store,JAC,SONS FRESH PRODUCE 2 INC,SONS FRESH MARKET,3349,BROADWAY,,,NEW YORK,NY,10031,1800,7,51417190.86,50149.62606,True
142,New York,715960,Store,JAC,844 DELI GROCERY INC,844 DELI GROCERY,844,AMSTERDAM AVE,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,True
143,New York,736281,Store,JAC,ZZ DELI GROCERY CORP,ZZ DELI GROCERY,1753,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
144,New York,623155,Store,JAC,SUHAIL FADHL N,SUHAIL DELI&GROCERY,1536,AMSTERDAM AVE,,,NEW YORK,NY,10031,1500,7,51417190.86,50149.62606,True
145,New York,705693,Store,JAC,ABC FOOD CENTER INC,PAPASITOS FOOD MARKET,3605,BROADWAY,,,NEW YORK,NY,10031,3000,7,51417190.86,50149.62606,True
146,New York,626649,Store,JAC,3060 BROADWAY CORP,OLIVE TREE DELI,3060,BROADWAY,,,NEW YORK,NY,10027,1500,7,51417190.86,50149.62606,False
147,New York,732757,Store,JAC,HANA MART COLUMBIA CORP,H MART,2828,BROADWAY,,,NEW YORK,NY,10025,6500,7,51417190.86,50149.62606,True
148,New York,720361,Store,JAC,COLUMBIA DELI AND GRILL INC,COLUMBIA DELI AND GRILL,1348,AMSTERDAM AVENUE,,,NEW YORK,NY,10027,1000,7,51417190.86,50149.62606,False
149,New York,628594,Store,A,2732 CONVENIENCE GROCERY CORP,2732 CONVENIENCE GROCER,2732,BROADWAY,,,NEW YORK,NY,10025,525,7,51417190.86,50149.62606,False
150,New York,625300,Store,JAC,BETTER FRUIT INC,CENTRAL MARKETS,220,MANHATTAN AVE,,,NEW YORK,NY,10025,10000,7,51417190.86,50149.62606,True
151,New York,748731,Store,JAC,159 CONVENIENCE CORP,159 CONVENIENCE CORP,1995,"AMSTERDAM AVE, STE 4",,,NEW YORK,NY,10032,1600,7,51417190.86,50149.62606,True
152,New York,705810,Store,A,COMMUNITY CANDY CORP,COMMUNITY CANDY,3513,BROADWAY,,,NEW YORK,NY,10031,1200,7,51417190.86,50149.62606,False
153,New York,719418,Store,JAC,453 HARLEM DELI CORP,453 HARLEM DELI,453,W 125TH STREET,,,NEW YORK,NY,10027,1500,7,51417190.86,50149.62606,False
154,New York,733197,Store,JAC,BROADWAY FINEST DELI CORP,BROADWAY FINEST DELI,3620,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
155,New York,739696,Store,JAC,ANTILLANA SUPERFOOD MEAT CORP,ANTILLANA SUPERFOOD MARKET,3900,BROADWAY,,,NEW YORK,NY,10032,0,7,51417190.86,50149.62606,True
156,New York,726122,Store,JAC,467 STAR DELI INC,467 STAR DELI,467,W 125TH STREET,,,NEW YORK,NY,10027,1200,7,51417190.86,50149.62606,False
157,New York,624218,Store,JAC,JOSE GROCERY CORP,JOSE DELI GROCERY,1881,AMSTERDAM AVE,,,NEW YORK,NY,10032,1600,7,51417190.86,50149.62606,True
158,New York,738428,Store,JAC,DIVYA CONVENIENCE INC,DIVYA CONVENIENCE,934,AMSTERDAM AVE,,,NEW YORK,NY,10025,2000,7,51417190.86,50149.62606,False
159,New York,717219,Store,JAC,O & B RANCH DELI GROCERY CORP,O & B RANCH DELI GROCER,559,W 158TH ST AKA 3800 BROADWAY,,,NEW YORK,NY,10032,1800,7,51417190.86,50149.62606,True
160,New York,723864,Store,JAC,SUSHI MARU EXPRESS INC,SUSHI NARA EXPRESS,2941,BROADWAY (MORTON WILLIAMS),,,NEW YORK,NY,10025,75,7,51417190.86,50149.62606,False
161,New York,625809,Store,A,ADIL ENTERPRISES INC,MOKE&NEWS,3189,BROADWAY,,,NEW YORK,NY,10027,2200,7,51417190.86,50149.62606,False
162,New York,737259,Store,JAC,ITO INC,KIKKA@WHOLE FOODS UPPER,808,COLUMBUS AVE,,,NEW YORK,NY,10025,150,7,51417190.86,50149.62606,False
163,New York,745702,Store,JAC,SAVORY FOOD & GRILL INC,SAVORY FOOD & GRILL,1814,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
164,New York,732132,Store,JAC,4 BROTHERS FOOD MARKET & DELI INC,4 BROTHERS FOOD MARKET,1712,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
165,New York,742695,Store,JAC,QUEZADAS JUICE BAR CORP,QUEZADA'S JUICE BAR,501,WEST 145TH STREET,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
166,New York,745422,Store,JAC,PAQUTERIA TULCINGO DIAMINTE 2 INC,PAQUTERIA,3480,BROADWAY,,,NEW YORK,NY,10031,1800,7,51417190.86,50149.62606,True
167,New York,724493,Store,JAC,K & N STORES INC,7 ELEVEN STORE # 37539A,801,AMSTERDAM AVE,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,False
168,New York,628353,Store,JAC,194 MANHATTAN DELI INC,194 MANHATTAN DELI,194,"MANHATTAN AVE, AKA 17-19 W108",,,NEW YORK,NY,10025,1300,7,51417190.86,50149.62606,False
169,New York,715934,Store,A,155TH STREET AUTO CENTER INC,155TH STREET AUTO CENTER,3740,BROADWAY,,,NEW YORK,NY,10032,1800,7,51417190.86,50149.62606,False
170,New York,628232,Store,JACK,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,808,COLUMBUS AVE,,,NEW YORK,NY,10025,58000,7,51417190.86,50149.62606,True
171,New York,624289,Store,JAC,NUVE MIGUEL CORP,KEY FOOD,755,AMSTERDAM AVE,,,NEW YORK,NY,10025,7500,7,51417190.86,50149.62606,True
172,New York,624928,Store,JAC,LUNA BROTHERS INC,C TOWN,3632,BROADWAY,,,NEW YORK,NY,10031,18000,7,51417190.86,50149.62606,True
173,New York,709892,Store,A,COLUMBIA SMOKE SHOP INC,COLUMBIA SMOKE SHOP,974,AMSTERDAM AVE,,,NEW YORK,NY,10025,1000,7,51417190.86,50149.62606,False
174,New York,734019,Store,JAC,ELEGANZA GOURMET INC,ELEGANZA GOURMET,1,CONVENT AVE,,,NEW YORK,NY,10027,1500,7,51417190.86,50149.62606,False
175,New York,720834,Store,JAC,KASSIM FOOD MARKET CORP,KASSIM FOOD MARKET,1795,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
176,New York,627880,Store,JAC,EL GALLO MEAT MARKET INC,COMPARE FOODS,538,W 138TH ST,,,NEW YORK,NY,10031,15000,7,51417190.86,50149.62606,True
177,New York,741134,Store,JAC,1316 CORP,FOODTOWN,1316,AMSTERDAM AVENUE,,,NEW YORK,NY,10027,15000,7,51417190.86,50149.62606,True
178,New York,718827,Store,JAC,COLUMBUS GROCERS LLC,FRESHYS DELI & GROCERY,941,COLUMBUS AVE,,,NEW YORK,NY,10025,1650,7,51417190.86,50149.62606,True
179,New York,725095,Store,JAC,MANHATTAN VILLE DELI GOURMET INC,MANHATTAN VILLE DELI GO,1437,AMSTERDAM AVE,,,NEW YORK,NY,10027,0,7,51417190.86,50149.62606,False
180,New York,626556,Store,A,DUANE READE ETAL PTRS,DUANE READE 14214,2760-62,BROADWAY,,,NEW YORK,NY,10025,7380,7,51417190.86,50149.62606,False
181,New York,724020,Store,JAC,1532 AMSTERDAM FOOD CORP,1532 AMSTERDAM  FOOD,1532,AMSTERDAM AVE,,,NEW YORK,NY,10031,1800,7,51417190.86,50149.62606,True
182,New York,710295,Store,JAC,501 DELI CORP,501 DELI,501,W 125TH ST,,,NEW YORK,NY,10027,2000,7,51417190.86,50149.62606,False
183,New York,623190,Store,JAC,RIVERSIDE GOURMET MARKET INC,RIVERSIDE GOURMET MKT,3779,BROADWAY,,,NEW YORK,NY,10032,2000,7,51417190.86,50149.62606,True
184,New York,729281,Store,JAC,SANTIAGO FOOD CENTER INC,SANTIAGO FOOD CENTER,3680,BROADWAY,,,NEW YORK,NY,10031,650,7,51417190.86,50149.62606,True
185,New York,621526,Store,JAC,3484 BROADWAY MINI MARKET INC,3484 BROADWAY MINI MKT,3484,BROADWAY,,,NEW YORK,NY,10031,1800,7,51417190.86,50149.62606,True
186,New York,748151,Store,JAC,MARCOS GROCERY & DELI INC,MARCOS GROCERY & DELI,900,RIVERSIDE DRIVE STORE #3,,,NEW YORK,NY,10032,0,7,51417190.86,50149.62606,True
187,New York,732823,Store,JAC,SAEED DELI GROCERY CORP,SAEED DELI GROCERY,1734,AMSTERDAM AVENUE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
188,New York,737204,Store,A,LD DOLLAR DEAL INC,LD DOLLAR,547,W 145TH ST,,,NEW YORK,NY,10031,1500,7,51417190.86,50149.62606,False
189,New York,628746,Store,JAC,980 COLUMBUS FOOD CORP,RANCH DELI,980,COLUMBUS AVE,,,NEW YORK,NY,10025,1800,7,51417190.86,50149.62606,False
190,New York,624631,Store,JAC,987 SUPERMARKET INC,LOS VECINOS MEAT MKT,987,AMSTERDAM AVE,,,NEW YORK,NY,10025,1500,7,51417190.86,50149.62606,False
191,New York,747133,Store,JAC,TAFT 1 DELI CORP,TAFT 1 DELI,469,W. 157TH ST.,,,NEW YORK,NY,10032,2000,7,51417190.86,50149.62606,False
192,New York,736995,Store,JAC,JAR DELI MARKET CORP,JAR DELI MARKET,501,W 134TH STREET,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
193,New York,627102,Store,JAC,560 WEST MEAT&PRODUCE CORP,C TOWN,560,W 125TH ST,,,NEW YORK,NY,10027,9000,7,51417190.86,50149.62606,True
194,New York,728953,Store,JAC,LOS VECINOS MINI MARKET INC,LOS VECINOS MINI MARKET,3518,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
195,New York,627530,Store,JABC,WS MARKETS LLC,WEST SIDE SUPERMARKETS,2840,BROADWAY,,,NEW YORK,NY,10025,20000,7,51417190.86,50149.62606,True
196,New York,623254,Store,JAC,JKJ CORP,ASSOCIATED SUPERMARKET,13-15,W 100TH ST,,,NEW YORK,NY,10025,18000,7,51417190.86,50149.62606,True
197,New York,722276,Store,JAC,GHANSHYAM 2 DELI & GROCERY INC,BROADWAY WHOLESOME FOOD,3578,BROADWAY,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
198,New York,629196,Store,JAC,3875 MH DELI GROCERY INC,3875 MH DELI GROCERY,3875,BROADWAY,,,NEW YORK,NY,10032,1200,7,51417190.86,50149.62606,True
199,New York,731960,Store,JAC,HASSAN MUBARAK A,HOST DELI & GROCERY,880,AMSTERDAM AVENUE,,,NEW YORK,NY,10025,2000,7,51417190.86,50149.62606,True
200,New York,739601,Store,A,AMSTERDAM 99C PLUS INC,AMSTERDAM 99C PLUS,912,AMSTERDAM AVE,,,NEW YORK,NY,10025,3000,7,51417190.86,50149.62606,False
201,New York,721378,Store,JAC,MERCADITO DEL CIBAO CORP,MERCADITO GROCERY,3814,BROADWAY,,,NEW YORK,NY,10032,1500,7,51417190.86,50149.62606,True
202,New York,748339,Store,JAC,SAVORY DELI & GROCERY 1 INC,SAVORY DELI & GROCERY 1,1840,AMSTERDAM AVE,,,NEW YORK,NY,10031,2000,7,51417190.86,50149.62606,True
203,New York,711853,Store,JAC,HARLEM 421 FOOD CORP,KEY FOOD,421,W 125TH ST,,,NEW YORK,NY,10027,6400,7,51417190.86,50149.62606,True
204,New York,629713,Store,JAC,JBV ENTERPRISES INC,LA BLANDA MEAT MARKET,3824,BROADWAY,,,NEW YORK,NY,10032,1500,7,51417190.86,50149.62606,False
205,New York,748886,Store,A,CONVENIENCE AND CANDY CORP,CONVENIENCE AND CANDY,3550,BROADWAY,,,NEW YORK,NY,10031,1800,7,51417190.86,50149.62606,False
206,New York,711239,Store,JAC,JACOB GOURMET FOOD INC,JACOB GOURMET FOOD,601,W 151ST ST,,,NEW YORK,NY,10031,2000,7,51417190.86,50149.62606,False
207,New York,629498,Store,A,103RD ST 99 CENT CORP,A TO Z 99 CENT STORE,2686,BROADWAY,,,NEW YORK,NY,10025,1500,7,51417190.86,50149.62606,False
208,New York,706422,Store,A,R B MART INC,DOLLAR MART,3848,BROADWAY,,,NEW YORK,NY,10032,1500,7,51417190.86,50149.62606,False
209,New York,737349,Store,JAC,NUEZ DELI GROCERY CORP,NUEZ DELI GROCERY,1484,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,True
210,New York,742588,Store,JAC,SILVER MOON DELI INC,SILVER MOON DELI,3840,BROADWAY,,,NEW YORK,NY,10032,1800,7,51417190.86,50149.62606,False
211,New York,721382,Store,A,UPPER WEST CANDY GROCERY INC,UPPER WEST CANDY GROCER,2618,BROADWAY,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,False
212,New York,717941,Store,JAC,LA FONDA DE LUISA CORP,THE MEXICAN CULTURE DELI,2017,AMSTERDAM AVE,,,NEW YORK,NY,10032,2400,7,51417190.86,50149.62606,False
213,New York,702684,Store,JAC,BAHAMAS DELI CORP,BAHAMAS DELI,3137,BROADWAY,,,NEW YORK,NY,10027,1500,7,51417190.86,50149.62606,False
214,New York,737629,Store,A,WEJDAN CANDY & GROCERY INC,WEJDAN CANDY & GROCERY,3890,BROADWAY,,,NEW YORK,NY,10032,1600,7,51417190.86,50149.62606,False
215,New York,731926,Store,JAC,DYLANS DELICIOUS DELI GROCERY COR,DYLANS DELICIOUS DELI G,900,RIVERSIDE DRIVE,,,NEW YORK,NY,10032,0,7,51417190.86,50149.62606,True
216,New York,624394,Store,JAC,MILANO MARKET INC,MILANO MARKET,2892,BROADWAY,,,NEW YORK,NY,10025,3000,7,51417190.86,50149.62606,True
217,New York,620617,Store,JAC,SAMADS GOURMET INC,SAMADS GOURMET,2867,BROADWAY,,,NEW YORK,NY,10025,2500,7,51417190.86,50149.62606,False
218,New York,718193,Store,JAC,COLUMBIA GOURMET DELI CORP,COULUMBIA GOURMET DELI,3905,BROADWAY,,,NEW YORK,NY,10032,1800,7,51417190.86,50149.62606,False
219,New York,718382,Store,JAC,MANHATTANVILLE DELI CORP,MANHATTANVILLE DELI,1413,AMSTERDAM AVE,,,NEW YORK,NY,10027,0,7,51417190.86,50149.62606,False
220,New York,627088,Store,JAC,91 CATHERINE GROCERY CORP,91 CATHERINE GROCERY,91,HAMILTON PL,,,NEW YORK,NY,10031,1500,7,51417190.86,50149.62606,True
221,New York,749039,Store,JAC,3345 BROADWAY DELI & GROCERY INC,3345 BROADWAY DELI & GR,3345,BROADWAY,,,NEW YORK,NY,10031,2200,7,51417190.86,50149.62606,False
222,New York,724956,Store,A,101 SMOKE SHOP CORP,101 SMOKE SHOP,2660,BROADWAY,,,NEW YORK,NY,10025,850,7,51417190.86,50149.62606,False
223,New York,745041,Store,JAC,NADAL'S DELI CORP,NADAL'S DELI,3399,BROADWAY STORE 3,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
224,New York,621015,Store,JAC,3011 GROCERY INC,C TOWN,3320,BROADWAY,,,NEW YORK,NY,10031,20000,7,51417190.86,50149.62606,True
225,New York,708796,Store,JAC,KING MEAT CORP,SHOP FAIR,3871,BROADWAY,,,NEW YORK,NY,10032,15000,7,51417190.86,50149.62606,True
226,New York,731587,Store,JAC,GREAT NEWS CORP,GREAT NEWS,2941,BROADWAY,,,NEW YORK,NY,10025,0,7,51417190.86,50149.62606,False
227,New York,741584,Store,JAC,NEW DELI 1 CORP,NEW DELI 1,3660,BROADWAY,,,NEW YORK,NY,10031,2000,7,51417190.86,50149.62606,False
228,New York,748699,Store,A,UPPER MANHATTAN PHARMA INC,UPPER MANHATTAN PHARMACY,1728,AMSTERDAM AVE,,,NEW YORK,NY,10031,0,7,51417190.86,50149.62606,False
229,New York,626558,Store,A,DUANE READE ETAL PTRS,DUANE READE 14225,2864,BROADWAY,,,NEW YORK,NY,10025,6760,7,51417190.86,50149.62606,False
230,New York,721538,Store,JAC,JOES GOURMET DELI INC,JOES GOURMET DELI,920,COLUMBUS AVENUE,,,NEW YORK,NY,10025,600,7,51417190.86,50149.62606,False
231,New York,627132,Store,A,1967 99 CENTS & DISCOUNT INC,99 CENTS & DISCOUNT,1967,AMSTERDAM,,,NEW YORK,NY,10032,2500,7,51417190.86,50149.62606,False
